FeatureCode,Start Date ,End Date,Equity Loans,Loan category
E07000137,01 April 2013,30 September 2019,373,Total Equity Loans
E08000016,01 April 2013,30 September 2019,1203,Equity Loans to First Time Buyers
E08000016,01 April 2013,30 September 2019,1428,Total Equity Loans
E07000040,01 April 2013,30 September 2019,955,Equity Loans to First Time Buyers
E07000040,01 April 2013,30 September 2019,1210,Total Equity Loans
E07000239,01 April 2013,30 September 2019,174,Equity Loans to First Time Buyers
E07000239,01 April 2013,30 September 2019,231,Total Equity Loans
E07000235,01 April 2013,30 September 2019,182,Equity Loans to First Time Buyers
E07000235,01 April 2013,30 September 2019,282,Total Equity Loans
E08000031,01 April 2013,30 September 2019,1106,Equity Loans to First Time Buyers
E08000031,01 April 2013,30 September 2019,1250,Total Equity Loans
E09000030,01 April 2013,30 September 2019,1427,Equity Loans to First Time Buyers
E09000030,01 April 2013,30 September 2019,1480,Total Equity Loans
E09000001,01 April 2013,30 September 2019,5,Equity Loans to First Time Buyers
E09000001,01 April 2013,30 September 2019,5,Total Equity Loans
E09000026,01 April 2013,30 September 2019,399,Equity Loans to First Time Buyers
E09000026,01 April 2013,30 September 2019,417,Total Equity Loans
E09000033,01 April 2013,30 September 2019,36,Equity Loans to First Time Buyers
E09000033,01 April 2013,30 September 2019,44,Total Equity Loans
E07000095,01 April 2013,30 September 2019,243,Equity Loans to First Time Buyers
E07000095,01 April 2013,30 September 2019,293,Total Equity Loans
E07000041,01 April 2013,30 September 2019,684,Equity Loans to First Time Buyers
E07000041,01 April 2013,30 September 2019,911,Total Equity Loans
E07000042,01 April 2013,30 September 2019,338,Equity Loans to First Time Buyers
E07000042,01 April 2013,30 September 2019,446,Total Equity Loans
E07000043,01 April 2013,30 September 2019,334,Equity Loans to First Time Buyers
E07000043,01 April 2013,30 September 2019,414,Total Equity Loans
E07000047,01 April 2013,30 September 2019,118,Equity Loans to First Time Buyers
E07000047,01 April 2013,30 September 2019,133,Total Equity Loans
E07000046,01 April 2013,30 September 2019,197,Equity Loans to First Time Buyers
E07000046,01 April 2013,30 September 2019,241,Total Equity Loans
E07000045,01 April 2013,30 September 2019,608,Equity Loans to First Time Buyers
E07000045,01 April 2013,30 September 2019,841,Total Equity Loans
E06000052,01 April 2013,30 September 2019,1680,Equity Loans to First Time Buyers
E06000052,01 April 2013,30 September 2019,2020,Total Equity Loans
E07000119,01 April 2013,30 September 2019,459,Equity Loans to First Time Buyers
E07000119,01 April 2013,30 September 2019,609,Total Equity Loans
E06000009,01 April 2013,30 September 2019,229,Equity Loans to First Time Buyers
E06000009,01 April 2013,30 September 2019,268,Total Equity Loans
E07000128,01 April 2013,30 September 2019,455,Equity Loans to First Time Buyers
E07000128,01 April 2013,30 September 2019,543,Total Equity Loans
E07000081,01 April 2013,30 September 2019,902,Equity Loans to First Time Buyers
E07000081,01 April 2013,30 September 2019,1057,Total Equity Loans
E07000082,01 April 2013,30 September 2019,391,Equity Loans to First Time Buyers
E07000082,01 April 2013,30 September 2019,537,Total Equity Loans
E07000079,01 April 2013,30 September 2019,371,Equity Loans to First Time Buyers
E07000079,01 April 2013,30 September 2019,533,Total Equity Loans
E07000080,01 April 2013,30 September 2019,246,Equity Loans to First Time Buyers
E07000080,01 April 2013,30 September 2019,311,Total Equity Loans
E07000083,01 April 2013,30 September 2019,897,Equity Loans to First Time Buyers
E07000083,01 April 2013,30 September 2019,1162,Total Equity Loans
E07000078,01 April 2013,30 September 2019,375,Equity Loans to First Time Buyers
E07000078,01 April 2013,30 September 2019,463,Total Equity Loans
E07000181,01 April 2013,30 September 2019,317,Equity Loans to First Time Buyers
E07000181,01 April 2013,30 September 2019,422,Total Equity Loans
E07000180,01 April 2013,30 September 2019,1155,Equity Loans to First Time Buyers
E07000180,01 April 2013,30 September 2019,1481,Total Equity Loans
E07000216,01 April 2013,30 September 2019,131,Equity Loans to First Time Buyers
E07000216,01 April 2013,30 September 2019,187,Total Equity Loans
E07000085,01 April 2013,30 September 2019,709,Equity Loans to First Time Buyers
E07000085,01 April 2013,30 September 2019,924,Total Equity Loans
E07000089,01 April 2013,30 September 2019,567,Equity Loans to First Time Buyers
E07000089,01 April 2013,30 September 2019,721,Total Equity Loans
E07000092,01 April 2013,30 September 2019,494,Equity Loans to First Time Buyers
E07000092,01 April 2013,30 September 2019,539,Total Equity Loans
E07000214,01 April 2013,30 September 2019,209,Equity Loans to First Time Buyers
E07000214,01 April 2013,30 September 2019,265,Total Equity Loans
E06000036,01 April 2013,30 September 2019,641,Equity Loans to First Time Buyers
E06000036,01 April 2013,30 September 2019,773,Total Equity Loans
E07000094,01 April 2013,30 September 2019,313,Equity Loans to First Time Buyers
E07000094,01 April 2013,30 September 2019,419,Total Equity Loans
E07000084,01 April 2013,30 September 2019,1032,Equity Loans to First Time Buyers
E07000084,01 April 2013,30 September 2019,1245,Total Equity Loans
E07000007,01 April 2013,30 September 2019,417,Equity Loans to First Time Buyers
E07000007,01 April 2013,30 September 2019,512,Total Equity Loans
E07000006,01 April 2013,30 September 2019,87,Equity Loans to First Time Buyers
E07000006,01 April 2013,30 September 2019,95,Total Equity Loans
E07000005,01 April 2013,30 September 2019,72,Equity Loans to First Time Buyers
E07000005,01 April 2013,30 September 2019,83,Total Equity Loans
E07000179,01 April 2013,30 September 2019,935,Equity Loans to First Time Buyers
E07000179,01 April 2013,30 September 2019,1146,Total Equity Loans
E07000004,01 April 2013,30 September 2019,1968,Equity Loans to First Time Buyers
E07000004,01 April 2013,30 September 2019,2549,Total Equity Loans
E07000177,01 April 2013,30 September 2019,1324,Equity Loans to First Time Buyers
E07000177,01 April 2013,30 September 2019,1729,Total Equity Loans
E06000032,01 April 2013,30 September 2019,387,Equity Loans to First Time Buyers
E06000032,01 April 2013,30 September 2019,422,Total Equity Loans
E09000002,01 April 2013,30 September 2019,809,Equity Loans to First Time Buyers
E09000002,01 April 2013,30 September 2019,834,Total Equity Loans
E07000202,01 April 2013,30 September 2019,229,Equity Loans to First Time Buyers
E07000202,01 April 2013,30 September 2019,281,Total Equity Loans
E07000203,01 April 2013,30 September 2019,531,Equity Loans to First Time Buyers
E07000203,01 April 2013,30 September 2019,672,Total Equity Loans
E07000149,01 April 2013,30 September 2019,1416,Equity Loans to First Time Buyers
E07000149,01 April 2013,30 September 2019,1794,Total Equity Loans
E07000143,01 April 2013,30 September 2019,548,Equity Loans to First Time Buyers
E07000143,01 April 2013,30 September 2019,693,Total Equity Loans
E08000012,01 April 2013,30 September 2019,1757,Equity Loans to First Time Buyers
E08000012,01 April 2013,30 September 2019,1961,Total Equity Loans
E08000011,01 April 2013,30 September 2019,1124,Equity Loans to First Time Buyers
E08000011,01 April 2013,30 September 2019,1309,Total Equity Loans
E08000014,01 April 2013,30 September 2019,579,Equity Loans to First Time Buyers
E08000014,01 April 2013,30 September 2019,648,Total Equity Loans
E06000006,01 April 2013,30 September 2019,601,Equity Loans to First Time Buyers
E06000006,01 April 2013,30 September 2019,783,Total Equity Loans
E07000127,01 April 2013,30 September 2019,338,Equity Loans to First Time Buyers
E07000127,01 April 2013,30 September 2019,409,Total Equity Loans
E07000121,01 April 2013,30 September 2019,419,Equity Loans to First Time Buyers
E07000121,01 April 2013,30 September 2019,504,Total Equity Loans
E07000031,01 April 2013,30 September 2019,76,Equity Loans to First Time Buyers
E07000031,01 April 2013,30 September 2019,104,Total Equity Loans
E07000027,01 April 2013,30 September 2019,62,Equity Loans to First Time Buyers
E07000027,01 April 2013,30 September 2019,82,Total Equity Loans
E07000138,01 April 2013,30 September 2019,99,Equity Loans to First Time Buyers
E07000138,01 April 2013,30 September 2019,114,Total Equity Loans
E07000175,01 April 2013,30 September 2019,584,Equity Loans to First Time Buyers
E07000175,01 April 2013,30 September 2019,747,Total Equity Loans
E07000139,01 April 2013,30 September 2019,765,Equity Loans to First Time Buyers
E07000139,01 April 2013,30 September 2019,968,Total Equity Loans
E07000136,01 April 2013,30 September 2019,332,Equity Loans to First Time Buyers
E07000136,01 April 2013,30 September 2019,393,Total Equity Loans
E08000036,01 April 2013,30 September 2019,2836,Equity Loans to First Time Buyers
E08000036,01 April 2013,30 September 2019,3386,Total Equity Loans
E08000003,01 April 2013,30 September 2019,1677,Equity Loans to First Time Buyers
E08000003,01 April 2013,30 September 2019,1828,Total Equity Loans
E08000004,01 April 2013,30 September 2019,549,Equity Loans to First Time Buyers
E08000004,01 April 2013,30 September 2019,629,Total Equity Loans
E08000008,01 April 2013,30 September 2019,983,Equity Loans to First Time Buyers
E08000008,01 April 2013,30 September 2019,1101,Total Equity Loans
E08000009,01 April 2013,30 September 2019,282,Equity Loans to First Time Buyers
E08000009,01 April 2013,30 September 2019,310,Total Equity Loans
E08000007,01 April 2013,30 September 2019,613,Equity Loans to First Time Buyers
E08000007,01 April 2013,30 September 2019,711,Total Equity Loans
E08000010,01 April 2013,30 September 2019,1468,Equity Loans to First Time Buyers
E08000010,01 April 2013,30 September 2019,1831,Total Equity Loans
E06000035,01 April 2013,30 September 2019,644,Equity Loans to First Time Buyers
E06000035,01 April 2013,30 September 2019,786,Total Equity Loans
E07000110,01 April 2013,30 September 2019,774,Equity Loans to First Time Buyers
E07000110,01 April 2013,30 September 2019,1000,Total Equity Loans
E06000042,01 April 2013,30 September 2019,2290,Equity Loans to First Time Buyers
E06000042,01 April 2013,30 September 2019,2896,Total Equity Loans
E07000155,01 April 2013,30 September 2019,798,Equity Loans to First Time Buyers
E07000155,01 April 2013,30 September 2019,1195,Total Equity Loans
E06000055,01 April 2013,30 September 2019,1977,Equity Loans to First Time Buyers
E06000055,01 April 2013,30 September 2019,2716,Total Equity Loans
E08000021,01 April 2013,30 September 2019,1483,Equity Loans to First Time Buyers
E08000021,01 April 2013,30 September 2019,1699,Total Equity Loans
E08000022,01 April 2013,30 September 2019,927,Equity Loans to First Time Buyers
E08000022,01 April 2013,30 September 2019,1215,Total Equity Loans
E08000023,01 April 2013,30 September 2019,835,Equity Loans to First Time Buyers
E08000023,01 April 2013,30 September 2019,956,Total Equity Loans
E06000018,01 April 2013,30 September 2019,607,Equity Loans to First Time Buyers
E06000018,01 April 2013,30 September 2019,703,Total Equity Loans
E07000174,01 April 2013,30 September 2019,358,Equity Loans to First Time Buyers
E07000174,01 April 2013,30 September 2019,489,Total Equity Loans
E07000141,01 April 2013,30 September 2019,702,Equity Loans to First Time Buyers
E07000141,01 April 2013,30 September 2019,889,Total Equity Loans
E07000173,01 April 2013,30 September 2019,233,Equity Loans to First Time Buyers
E07000173,01 April 2013,30 September 2019,343,Total Equity Loans
E07000154,01 April 2013,30 September 2019,1177,Equity Loans to First Time Buyers
E07000154,01 April 2013,30 September 2019,1570,Total Equity Loans
E07000156,01 April 2013,30 September 2019,329,Equity Loans to First Time Buyers
E07000156,01 April 2013,30 September 2019,401,Total Equity Loans
E07000148,01 April 2013,30 September 2019,159,Equity Loans to First Time Buyers
E07000148,01 April 2013,30 September 2019,178,Total Equity Loans
E07000144,01 April 2013,30 September 2019,630,Equity Loans to First Time Buyers
E07000144,01 April 2013,30 September 2019,810,Total Equity Loans
E07000147,01 April 2013,30 September 2019,194,Equity Loans to First Time Buyers
E07000147,01 April 2013,30 September 2019,236,Total Equity Loans
E07000145,01 April 2013,30 September 2019,203,Equity Loans to First Time Buyers
E07000145,01 April 2013,30 September 2019,250,Total Equity Loans
E09000013,01 April 2013,30 September 2019,49,Equity Loans to First Time Buyers
E09000013,01 April 2013,30 September 2019,50,Total Equity Loans
E09000020,01 April 2013,30 September 2019,15,Equity Loans to First Time Buyers
E09000020,01 April 2013,30 September 2019,15,Total Equity Loans
E07000178,01 April 2013,30 September 2019,42,Equity Loans to First Time Buyers
E07000178,01 April 2013,30 September 2019,43,Total Equity Loans
E06000037,01 April 2013,30 September 2019,410,Equity Loans to First Time Buyers
E06000037,01 April 2013,30 September 2019,488,Total Equity Loans
E07000140,01 April 2013,30 September 2019,508,Equity Loans to First Time Buyers
E07000140,01 April 2013,30 September 2019,606,Total Equity Loans
E06000026,01 April 2013,30 September 2019,1130,Equity Loans to First Time Buyers
E06000026,01 April 2013,30 September 2019,1426,Total Equity Loans
E07000044,01 April 2013,30 September 2019,187,Equity Loans to First Time Buyers
E07000044,01 April 2013,30 September 2019,268,Total Equity Loans
E06000044,01 April 2013,30 September 2019,131,Equity Loans to First Time Buyers
E06000044,01 April 2013,30 September 2019,164,Total Equity Loans
E07000090,01 April 2013,30 September 2019,406,Equity Loans to First Time Buyers
E07000090,01 April 2013,30 September 2019,532,Total Equity Loans
E07000088,01 April 2013,30 September 2019,189,Equity Loans to First Time Buyers
E07000088,01 April 2013,30 September 2019,223,Total Equity Loans
E07000087,01 April 2013,30 September 2019,349,Equity Loans to First Time Buyers
E07000087,01 April 2013,30 September 2019,464,Total Equity Loans
E06000046,01 April 2013,30 September 2019,232,Equity Loans to First Time Buyers
E06000046,01 April 2013,30 September 2019,270,Total Equity Loans
E07000123,01 April 2013,30 September 2019,459,Equity Loans to First Time Buyers
E07000123,01 April 2013,30 September 2019,599,Total Equity Loans
E06000038,01 April 2013,30 September 2019,482,Equity Loans to First Time Buyers
E06000038,01 April 2013,30 September 2019,526,Total Equity Loans
E06000041,01 April 2013,30 September 2019,1550,Equity Loans to First Time Buyers
E06000041,01 April 2013,30 September 2019,1914,Total Equity Loans
E06000040,01 April 2013,30 September 2019,305,Equity Loans to First Time Buyers
E06000040,01 April 2013,30 September 2019,331,Total Equity Loans
E07000093,01 April 2013,30 September 2019,1213,Equity Loans to First Time Buyers
E07000093,01 April 2013,30 September 2019,1474,Total Equity Loans
E07000226,01 April 2013,30 September 2019,473,Equity Loans to First Time Buyers
E07000226,01 April 2013,30 September 2019,587,Total Equity Loans
E08000019,01 April 2013,30 September 2019,1086,Equity Loans to First Time Buyers
E08000019,01 April 2013,30 September 2019,1208,Total Equity Loans
E07000037,01 April 2013,30 September 2019,224,Equity Loans to First Time Buyers
E07000037,01 April 2013,30 September 2019,294,Total Equity Loans
E07000034,01 April 2013,30 September 2019,134,Equity Loans to First Time Buyers
E07000034,01 April 2013,30 September 2019,187,Total Equity Loans
E09000028,01 April 2013,30 September 2019,809,Equity Loans to First Time Buyers
E09000028,01 April 2013,30 September 2019,859,Total Equity Loans
E07000243,01 April 2013,30 September 2019,217,Equity Loans to First Time Buyers
E07000243,01 April 2013,30 September 2019,273,Total Equity Loans
E06000039,01 April 2013,30 September 2019,611,Equity Loans to First Time Buyers
E06000039,01 April 2013,30 September 2019,641,Total Equity Loans
E06000030,01 April 2013,30 September 2019,1610,Equity Loans to First Time Buyers
E06000030,01 April 2013,30 September 2019,2028,Total Equity Loans
E06000045,01 April 2013,30 September 2019,731,Equity Loans to First Time Buyers
E06000045,01 April 2013,30 September 2019,822,Total Equity Loans
E07000086,01 April 2013,30 September 2019,700,Equity Loans to First Time Buyers
E07000086,01 April 2013,30 September 2019,1032,Total Equity Loans
E06000033,01 April 2013,30 September 2019,273,Equity Loans to First Time Buyers
E06000033,01 April 2013,30 September 2019,306,Total Equity Loans
E07000075,01 April 2013,30 September 2019,218,Equity Loans to First Time Buyers
E07000075,01 April 2013,30 September 2019,325,Total Equity Loans
E07000069,01 April 2013,30 September 2019,85,Equity Loans to First Time Buyers
E07000069,01 April 2013,30 September 2019,125,Total Equity Loans
E09000032,01 April 2013,30 September 2019,536,Equity Loans to First Time Buyers
E09000032,01 April 2013,30 September 2019,553,Total Equity Loans
E09000018,01 April 2013,30 September 2019,745,Equity Loans to First Time Buyers
E09000018,01 April 2013,30 September 2019,778,Total Equity Loans
E06000020,01 April 2013,30 September 2019,1703,Equity Loans to First Time Buyers
E06000020,01 April 2013,30 September 2019,2106,Total Equity Loans
E07000116,01 April 2013,30 September 2019,140,Equity Loans to First Time Buyers
E07000116,01 April 2013,30 September 2019,180,Total Equity Loans
E07000062,01 April 2013,30 September 2019,91,Equity Loans to First Time Buyers
E07000062,01 April 2013,30 September 2019,112,Total Equity Loans
E06000027,01 April 2013,30 September 2019,279,Equity Loans to First Time Buyers
E06000027,01 April 2013,30 September 2019,340,Total Equity Loans
E06000002,01 April 2013,30 September 2019,958,Equity Loans to First Time Buyers
E06000002,01 April 2013,30 September 2019,1093,Total Equity Loans
E06000003,01 April 2013,30 September 2019,671,Equity Loans to First Time Buyers
E06000003,01 April 2013,30 September 2019,775,Total Equity Loans
E07000168,01 April 2013,30 September 2019,327,Equity Loans to First Time Buyers
E07000168,01 April 2013,30 September 2019,401,Total Equity Loans
E06000001,01 April 2013,30 September 2019,554,Equity Loans to First Time Buyers
E06000001,01 April 2013,30 September 2019,648,Total Equity Loans
E06000007,01 April 2013,30 September 2019,692,Equity Loans to First Time Buyers
E06000007,01 April 2013,30 September 2019,895,Total Equity Loans
E07000103,01 April 2013,30 September 2019,247,Equity Loans to First Time Buyers
E07000103,01 April 2013,30 September 2019,266,Total Equity Loans
E07000237,01 April 2013,30 September 2019,363,Equity Loans to First Time Buyers
E07000237,01 April 2013,30 September 2019,495,Total Equity Loans
E07000192,01 April 2013,30 September 2019,630,Equity Loans to First Time Buyers
E07000192,01 April 2013,30 September 2019,817,Total Equity Loans
E06000014,01 April 2013,30 September 2019,429,Equity Loans to First Time Buyers
E06000014,01 April 2013,30 September 2019,505,Total Equity Loans
E07000246,01 April 2013,30 September 2019,23,Equity Loans to First Time Buyers
E07000246,01 April 2013,30 September 2019,28,Total Equity Loans
E07000244,01 April 2013,30 September 2019,19,Equity Loans to First Time Buyers
E07000244,01 April 2013,30 September 2019,25,Total Equity Loans
E07000245,01 April 2013,30 September 2019,38,Equity Loans to First Time Buyers
E07000245,01 April 2013,30 September 2019,47,Total Equity Loans
E14000972,01 April 2013,30 September 2019,0,Total Equity Loans
E14000973,01 April 2013,30 September 2019,0,Total Equity Loans
E14000975,01 April 2013,30 September 2019,0,Total Equity Loans
E14000966,01 April 2013,30 September 2019,0,Total Equity Loans
E14000610,01 April 2013,30 September 2019,0,Total Equity Loans
E14000974,01 April 2013,30 September 2019,0,Total Equity Loans
E14000664,01 April 2013,30 September 2019,0,Total Equity Loans
E14000791,01 April 2013,30 September 2019,0,Total Equity Loans
E14000965,01 April 2013,30 September 2019,0,Total Equity Loans
E14000945,01 April 2013,30 September 2019,0,Total Equity Loans
E14000992,01 April 2013,30 September 2019,0,Total Equity Loans
E14000834,01 April 2013,30 September 2019,0,Total Equity Loans
E14000646,01 April 2013,30 September 2019,0,Total Equity Loans
E14000653,01 April 2013,30 September 2019,0,Total Equity Loans
E14000770,01 April 2013,30 September 2019,0,Total Equity Loans
E14001005,01 April 2013,30 September 2019,0,Total Equity Loans
E14000896,01 April 2013,30 September 2019,0,Total Equity Loans
E14000697,01 April 2013,30 September 2019,0,Total Equity Loans
E14000907,01 April 2013,30 September 2019,0,Total Equity Loans
E14000824,01 April 2013,30 September 2019,0,Total Equity Loans
E14000959,01 April 2013,30 September 2019,0,Total Equity Loans
E14001047,01 April 2013,30 September 2019,0,Total Equity Loans
E14000694,01 April 2013,30 September 2019,0,Total Equity Loans
E14000984,01 April 2013,30 September 2019,0,Total Equity Loans
E14000893,01 April 2013,30 September 2019,0,Total Equity Loans
E14001040,01 April 2013,30 September 2019,0,Total Equity Loans
E14000783,01 April 2013,30 September 2019,0,Total Equity Loans
E14000940,01 April 2013,30 September 2019,0,Total Equity Loans
E14000782,01 April 2013,30 September 2019,0,Total Equity Loans
E14000784,01 April 2013,30 September 2019,0,Total Equity Loans
E14000583,01 April 2013,30 September 2019,0,Total Equity Loans
E14000905,01 April 2013,30 September 2019,0,Total Equity Loans
E14000797,01 April 2013,30 September 2019,0,Total Equity Loans
E14000858,01 April 2013,30 September 2019,0,Total Equity Loans
E14000908,01 April 2013,30 September 2019,0,Total Equity Loans
E14000625,01 April 2013,30 September 2019,0,Total Equity Loans
E14000909,01 April 2013,30 September 2019,0,Total Equity Loans
E14000648,01 April 2013,30 September 2019,0,Total Equity Loans
E14000728,01 April 2013,30 September 2019,0,Total Equity Loans
E14000769,01 April 2013,30 September 2019,0,Total Equity Loans
E14000660,01 April 2013,30 September 2019,0,Total Equity Loans
E14000935,01 April 2013,30 September 2019,0,Total Equity Loans
E14000592,01 April 2013,30 September 2019,0,Total Equity Loans
E14000675,01 April 2013,30 September 2019,0,Total Equity Loans
E14000674,01 April 2013,30 September 2019,0,Total Equity Loans
E14000732,01 April 2013,30 September 2019,0,Total Equity Loans
E14001007,01 April 2013,30 September 2019,0,Total Equity Loans
E14000731,01 April 2013,30 September 2019,0,Total Equity Loans
E14001021,01 April 2013,30 September 2019,0,Total Equity Loans
E14000951,01 April 2013,30 September 2019,0,Total Equity Loans
E14000745,01 April 2013,30 September 2019,0,Total Equity Loans
E14000741,01 April 2013,30 September 2019,0,Total Equity Loans
E14000591,01 April 2013,30 September 2019,0,Total Equity Loans
E14000547,01 April 2013,30 September 2019,0,Total Equity Loans
E14000846,01 April 2013,30 September 2019,0,Total Equity Loans
E14000635,01 April 2013,30 September 2019,0,Total Equity Loans
E14000994,01 April 2013,30 September 2019,0,Total Equity Loans
E14000774,01 April 2013,30 September 2019,0,Total Equity Loans
E14000932,01 April 2013,30 September 2019,0,Total Equity Loans
E14000954,01 April 2013,30 September 2019,0,Total Equity Loans
E14000912,01 April 2013,30 September 2019,0,Total Equity Loans
E14001026,01 April 2013,30 September 2019,0,Total Equity Loans
E14000595,01 April 2013,30 September 2019,0,Total Equity Loans
E14001060,01 April 2013,30 September 2019,0,Total Equity Loans
E14001031,01 April 2013,30 September 2019,0,Total Equity Loans
E14000839,01 April 2013,30 September 2019,0,Total Equity Loans
E14000764,01 April 2013,30 September 2019,0,Total Equity Loans
E14000750,01 April 2013,30 September 2019,0,Total Equity Loans
E14000763,01 April 2013,30 September 2019,0,Total Equity Loans
E14000721,01 April 2013,30 September 2019,0,Total Equity Loans
E14000720,01 April 2013,30 September 2019,0,Total Equity Loans
E14000636,01 April 2013,30 September 2019,0,Total Equity Loans
E14000752,01 April 2013,30 September 2019,0,Total Equity Loans
E14000703,01 April 2013,30 September 2019,0,Total Equity Loans
E14000687,01 April 2013,30 September 2019,0,Total Equity Loans
E14001002,01 April 2013,30 September 2019,0,Total Equity Loans
E14001013,01 April 2013,30 September 2019,0,Total Equity Loans
E14000691,01 April 2013,30 September 2019,0,Total Equity Loans
E14000727,01 April 2013,30 September 2019,0,Total Equity Loans
E14001032,01 April 2013,30 September 2019,0,Total Equity Loans
E14000554,01 April 2013,30 September 2019,0,Total Equity Loans
E14000877,01 April 2013,30 September 2019,0,Total Equity Loans
E14000960,01 April 2013,30 September 2019,0,Total Equity Loans
E14001027,01 April 2013,30 September 2019,0,Total Equity Loans
E14000749,01 April 2013,30 September 2019,0,Total Equity Loans
E14000739,01 April 2013,30 September 2019,0,Total Equity Loans
E14000801,01 April 2013,30 September 2019,0,Total Equity Loans
E14000845,01 April 2013,30 September 2019,0,Total Equity Loans
E14000968,01 April 2013,30 September 2019,0,Total Equity Loans
E14000931,01 April 2013,30 September 2019,0,Total Equity Loans
E14000605,01 April 2013,30 September 2019,0,Total Equity Loans
E14001016,01 April 2013,30 September 2019,0,Total Equity Loans
E14001029,01 April 2013,30 September 2019,0,Total Equity Loans
E14000985,01 April 2013,30 September 2019,0,Total Equity Loans
E14000812,01 April 2013,30 September 2019,0,Total Equity Loans
E14001012,01 April 2013,30 September 2019,0,Total Equity Loans
E14000854,01 April 2013,30 September 2019,0,Total Equity Loans
E14000868,01 April 2013,30 September 2019,0,Total Equity Loans
