FeatureCode,Start Date ,End Date,Equity Loans,Loan category
E14000977,01 April 2013,30 September 2019,0,Total Equity Loans
E14000892,01 April 2013,30 September 2019,0,Total Equity Loans
E14000818,01 April 2013,30 September 2019,0,Total Equity Loans
E14000722,01 April 2013,30 September 2019,0,Total Equity Loans
E14000976,01 April 2013,30 September 2019,0,Total Equity Loans
E14000672,01 April 2013,30 September 2019,0,Total Equity Loans
E14001030,01 April 2013,30 September 2019,0,Total Equity Loans
E14000531,01 April 2013,30 September 2019,0,Total Equity Loans
E14000986,01 April 2013,30 September 2019,0,Total Equity Loans
E14000767,01 April 2013,30 September 2019,0,Total Equity Loans
E14000570,01 April 2013,30 September 2019,0,Total Equity Loans
E14000758,01 April 2013,30 September 2019,0,Total Equity Loans
E14000902,01 April 2013,30 September 2019,0,Total Equity Loans
E14000894,01 April 2013,30 September 2019,0,Total Equity Loans
E14000609,01 April 2013,30 September 2019,0,Total Equity Loans
E14000875,01 April 2013,30 September 2019,0,Total Equity Loans
E14000928,01 April 2013,30 September 2019,0,Total Equity Loans
E14000637,01 April 2013,30 September 2019,0,Total Equity Loans
E14000589,01 April 2013,30 September 2019,0,Total Equity Loans
E14000587,01 April 2013,30 September 2019,0,Total Equity Loans
E14000826,01 April 2013,30 September 2019,0,Total Equity Loans
E14000886,01 April 2013,30 September 2019,0,Total Equity Loans
E14000925,01 April 2013,30 September 2019,0,Total Equity Loans
E14000548,01 April 2013,30 September 2019,0,Total Equity Loans
E14000588,01 April 2013,30 September 2019,0,Total Equity Loans
E14000723,01 April 2013,30 September 2019,0,Total Equity Loans
E14000766,01 April 2013,30 September 2019,0,Total Equity Loans
E14000614,01 April 2013,30 September 2019,0,Total Equity Loans
E14000585,01 April 2013,30 September 2019,0,Total Equity Loans
E14000584,01 April 2013,30 September 2019,0,Total Equity Loans
E14000881,01 April 2013,30 September 2019,0,Total Equity Loans
E14000815,01 April 2013,30 September 2019,0,Total Equity Loans
E14000936,01 April 2013,30 September 2019,0,Total Equity Loans
E14000638,01 April 2013,30 September 2019,0,Total Equity Loans
E14000828,01 April 2013,30 September 2019,0,Total Equity Loans
E14000827,01 April 2013,30 September 2019,0,Total Equity Loans
E14000611,01 April 2013,30 September 2019,0,Total Equity Loans
E14000578,01 April 2013,30 September 2019,0,Total Equity Loans
E14000579,01 April 2013,30 September 2019,0,Total Equity Loans
E14000580,01 April 2013,30 September 2019,0,Total Equity Loans
E14000612,01 April 2013,30 September 2019,0,Total Equity Loans
E14001054,01 April 2013,30 September 2019,0,Total Equity Loans
E14000747,01 April 2013,30 September 2019,0,Total Equity Loans
E14000755,01 April 2013,30 September 2019,0,Total Equity Loans
E14000534,01 April 2013,30 September 2019,0,Total Equity Loans
E14000786,01 April 2013,30 September 2019,0,Total Equity Loans
E14001055,01 April 2013,30 September 2019,0,Total Equity Loans
E14000682,01 April 2013,30 September 2019,0,Total Equity Loans
E14000576,01 April 2013,30 September 2019,0,Total Equity Loans
E14000633,01 April 2013,30 September 2019,0,Total Equity Loans
E14000684,01 April 2013,30 September 2019,0,Total Equity Loans
E14000557,01 April 2013,30 September 2019,0,Total Equity Loans
E14001023,01 April 2013,30 September 2019,0,Total Equity Loans
E14000817,01 April 2013,30 September 2019,0,Total Equity Loans
E14000604,01 April 2013,30 September 2019,0,Total Equity Loans
E14000551,01 April 2013,30 September 2019,0,Total Equity Loans
E14000787,01 April 2013,30 September 2019,0,Total Equity Loans
E14000978,01 April 2013,30 September 2019,0,Total Equity Loans
E14000872,01 April 2013,30 September 2019,0,Total Equity Loans
E14000788,01 April 2013,30 September 2019,0,Total Equity Loans
E14000654,01 April 2013,30 September 2019,0,Total Equity Loans
E14000918,01 April 2013,30 September 2019,0,Total Equity Loans
E14000690,01 April 2013,30 September 2019,0,Total Equity Loans
E14000659,01 April 2013,30 September 2019,0,Total Equity Loans
E14001038,01 April 2013,30 September 2019,0,Total Equity Loans
E14000602,01 April 2013,30 September 2019,0,Total Equity Loans
E14000850,01 April 2013,30 September 2019,0,Total Equity Loans
E14000601,01 April 2013,30 September 2019,0,Total Equity Loans
E14000600,01 April 2013,30 September 2019,0,Total Equity Loans
E14000702,01 April 2013,30 September 2019,0,Total Equity Loans
E14000599,01 April 2013,30 September 2019,0,Total Equity Loans
E14000620,01 April 2013,30 September 2019,0,Total Equity Loans
E14000647,01 April 2013,30 September 2019,0,Total Equity Loans
E14001053,01 April 2013,30 September 2019,0,Total Equity Loans
E14000746,01 April 2013,30 September 2019,0,Total Equity Loans
E14000617,01 April 2013,30 September 2019,0,Total Equity Loans
E14000934,01 April 2013,30 September 2019,0,Total Equity Loans
E14000878,01 April 2013,30 September 2019,0,Total Equity Loans
E14000937,01 April 2013,30 September 2019,0,Total Equity Loans
E14000910,01 April 2013,30 September 2019,0,Total Equity Loans
E14000842,01 April 2013,30 September 2019,0,Total Equity Loans
E14000757,01 April 2013,30 September 2019,0,Total Equity Loans
E14000952,01 April 2013,30 September 2019,0,Total Equity Loans
E14001034,01 April 2013,30 September 2019,0,Total Equity Loans
E14000946,01 April 2013,30 September 2019,0,Total Equity Loans
E14000590,01 April 2013,30 September 2019,0,Total Equity Loans
E14000640,01 April 2013,30 September 2019,0,Total Equity Loans
E14000686,01 April 2013,30 September 2019,0,Total Equity Loans
E14000688,01 April 2013,30 September 2019,0,Total Equity Loans
E14000559,01 April 2013,30 September 2019,0,Total Equity Loans
E14001010,01 April 2013,30 September 2019,0,Total Equity Loans
E14001044,01 April 2013,30 September 2019,0,Total Equity Loans
E14001043,01 April 2013,30 September 2019,0,Total Equity Loans
E14000806,01 April 2013,30 September 2019,0,Total Equity Loans
E14000628,01 April 2013,30 September 2019,0,Total Equity Loans
E14000594,01 April 2013,30 September 2019,0,Total Equity Loans
E14000544,01 April 2013,30 September 2019,0,Total Equity Loans
E14000933,01 April 2013,30 September 2019,0,Total Equity Loans
E14000751,01 April 2013,30 September 2019,0,Total Equity Loans
E14000693,01 April 2013,30 September 2019,0,Total Equity Loans
E14000729,01 April 2013,30 September 2019,0,Total Equity Loans
E14000744,01 April 2013,30 September 2019,0,Total Equity Loans
E14001045,01 April 2013,30 September 2019,0,Total Equity Loans
E14000644,01 April 2013,30 September 2019,0,Total Equity Loans
E14000734,01 April 2013,30 September 2019,0,Total Equity Loans
E14000642,01 April 2013,30 September 2019,0,Total Equity Loans
E14000656,01 April 2013,30 September 2019,0,Total Equity Loans
E14000655,01 April 2013,30 September 2019,0,Total Equity Loans
E14000621,01 April 2013,30 September 2019,0,Total Equity Loans
E14000681,01 April 2013,30 September 2019,0,Total Equity Loans
E14000823,01 April 2013,30 September 2019,0,Total Equity Loans
E14000619,01 April 2013,30 September 2019,0,Total Equity Loans
E14000948,01 April 2013,30 September 2019,0,Total Equity Loans
E14000852,01 April 2013,30 September 2019,0,Total Equity Loans
E14000670,01 April 2013,30 September 2019,0,Total Equity Loans
E14000704,01 April 2013,30 September 2019,0,Total Equity Loans
E14000700,01 April 2013,30 September 2019,0,Total Equity Loans
E14000536,01 April 2013,30 September 2019,0,Total Equity Loans
E14000650,01 April 2013,30 September 2019,0,Total Equity Loans
E14000651,01 April 2013,30 September 2019,0,Total Equity Loans
E14000649,01 April 2013,30 September 2019,0,Total Equity Loans
E14001019,01 April 2013,30 September 2019,0,Total Equity Loans
E14000987,01 April 2013,30 September 2019,0,Total Equity Loans
E14000802,01 April 2013,30 September 2019,0,Total Equity Loans
E14000849,01 April 2013,30 September 2019,0,Total Equity Loans
E14001024,01 April 2013,30 September 2019,0,Total Equity Loans
E14000558,01 April 2013,30 September 2019,0,Total Equity Loans
E14000715,01 April 2013,30 September 2019,0,Total Equity Loans
E14000626,01 April 2013,30 September 2019,0,Total Equity Loans
E14000869,01 April 2013,30 September 2019,0,Total Equity Loans
E14000696,01 April 2013,30 September 2019,0,Total Equity Loans
E14000663,01 April 2013,30 September 2019,0,Total Equity Loans
E14000662,01 April 2013,30 September 2019,0,Total Equity Loans
E14000814,01 April 2013,30 September 2019,0,Total Equity Loans
E14000577,01 April 2013,30 September 2019,0,Total Equity Loans
E14000533,01 April 2013,30 September 2019,0,Total Equity Loans
E14000843,01 April 2013,30 September 2019,0,Total Equity Loans
E14000535,01 April 2013,30 September 2019,0,Total Equity Loans
E14000695,01 April 2013,30 September 2019,0,Total Equity Loans
E14000607,01 April 2013,30 September 2019,0,Total Equity Loans
E14000641,01 April 2013,30 September 2019,0,Total Equity Loans
E14000840,01 April 2013,30 September 2019,0,Total Equity Loans
E14000574,01 April 2013,30 September 2019,0,Total Equity Loans
E14001020,01 April 2013,30 September 2019,0,Total Equity Loans
E14000754,01 April 2013,30 September 2019,0,Total Equity Loans
E14000677,01 April 2013,30 September 2019,0,Total Equity Loans
E14000915,01 April 2013,30 September 2019,0,Total Equity Loans
E14000569,01 April 2013,30 September 2019,0,Total Equity Loans
E14000856,01 April 2013,30 September 2019,0,Total Equity Loans
E14000709,01 April 2013,30 September 2019,0,Total Equity Loans
E14000658,01 April 2013,30 September 2019,0,Total Equity Loans
E14000895,01 April 2013,30 September 2019,0,Total Equity Loans
E14000970,01 April 2013,30 September 2019,0,Total Equity Loans
E14000993,01 April 2013,30 September 2019,0,Total Equity Loans
E14000668,01 April 2013,30 September 2019,0,Total Equity Loans
E14000596,01 April 2013,30 September 2019,0,Total Equity Loans
E14000546,01 April 2013,30 September 2019,0,Total Equity Loans
E14000667,01 April 2013,30 September 2019,0,Total Equity Loans
E14000903,01 April 2013,30 September 2019,0,Total Equity Loans
E14001028,01 April 2013,30 September 2019,0,Total Equity Loans
E14000669,01 April 2013,30 September 2019,0,Total Equity Loans
E14000917,01 April 2013,30 September 2019,0,Total Equity Loans
E14000724,01 April 2013,30 September 2019,0,Total Equity Loans
E14000914,01 April 2013,30 September 2019,0,Total Equity Loans
E14000707,01 April 2013,30 September 2019,0,Total Equity Loans
E14000643,01 April 2013,30 September 2019,0,Total Equity Loans
E14000829,01 April 2013,30 September 2019,0,Total Equity Loans
E14000716,01 April 2013,30 September 2019,0,Total Equity Loans
E14000798,01 April 2013,30 September 2019,0,Total Equity Loans
E14000996,01 April 2013,30 September 2019,0,Total Equity Loans
E14000671,01 April 2013,30 September 2019,0,Total Equity Loans
E14001058,01 April 2013,30 September 2019,0,Total Equity Loans
E14000799,01 April 2013,30 September 2019,0,Total Equity Loans
E14001035,01 April 2013,30 September 2019,0,Total Equity Loans
E14001050,01 April 2013,30 September 2019,0,Total Equity Loans
E14000882,01 April 2013,30 September 2019,0,Total Equity Loans
E14000555,01 April 2013,30 September 2019,0,Total Equity Loans
E14000639,01 April 2013,30 September 2019,0,Total Equity Loans
E14000790,01 April 2013,30 September 2019,0,Total Equity Loans
E14000679,01 April 2013,30 September 2019,0,Total Equity Loans
E14000634,01 April 2013,30 September 2019,0,Total Equity Loans
E14000759,01 April 2013,30 September 2019,0,Total Equity Loans
E14000606,01 April 2013,30 September 2019,0,Total Equity Loans
E14000698,01 April 2013,30 September 2019,0,Total Equity Loans
E14000678,01 April 2013,30 September 2019,0,Total Equity Loans
E14000988,01 April 2013,30 September 2019,0,Total Equity Loans
E14000623,01 April 2013,30 September 2019,0,Total Equity Loans
E14000838,01 April 2013,30 September 2019,0,Total Equity Loans
E14001000,01 April 2013,30 September 2019,0,Total Equity Loans
E14000837,01 April 2013,30 September 2019,0,Total Equity Loans
E14000835,01 April 2013,30 September 2019,0,Total Equity Loans
E14000706,01 April 2013,30 September 2019,0,Total Equity Loans
E14000573,01 April 2013,30 September 2019,0,Total Equity Loans
E14000572,01 April 2013,30 September 2019,0,Total Equity Loans
E14001057,01 April 2013,30 September 2019,0,Total Equity Loans
E14000776,01 April 2013,30 September 2019,0,Total Equity Loans
E14000712,01 April 2013,30 September 2019,0,Total Equity Loans
E14000980,01 April 2013,30 September 2019,0,Total Equity Loans
E14000990,01 April 2013,30 September 2019,0,Total Equity Loans
E14000991,01 April 2013,30 September 2019,0,Total Equity Loans
E14000705,01 April 2013,30 September 2019,0,Total Equity Loans
E14000743,01 April 2013,30 September 2019,0,Total Equity Loans
E14000847,01 April 2013,30 September 2019,0,Total Equity Loans
E14000630,01 April 2013,30 September 2019,0,Total Equity Loans
E14001046,01 April 2013,30 September 2019,0,Total Equity Loans
E14001015,01 April 2013,30 September 2019,0,Total Equity Loans
E14000860,01 April 2013,30 September 2019,0,Total Equity Loans
E14000719,01 April 2013,30 September 2019,0,Total Equity Loans
E14000983,01 April 2013,30 September 2019,0,Total Equity Loans
E14000953,01 April 2013,30 September 2019,0,Total Equity Loans
E14000680,01 April 2013,30 September 2019,0,Total Equity Loans
E14000844,01 April 2013,30 September 2019,0,Total Equity Loans
E14000530,01 April 2013,30 September 2019,0,Total Equity Loans
E14000586,01 April 2013,30 September 2019,0,Total Equity Loans
E14001042,01 April 2013,30 September 2019,0,Total Equity Loans
E14000811,01 April 2013,30 September 2019,0,Total Equity Loans
E14000756,01 April 2013,30 September 2019,0,Total Equity Loans
E14000645,01 April 2013,30 September 2019,0,Total Equity Loans
E14000666,01 April 2013,30 September 2019,0,Total Equity Loans
E14000876,01 April 2013,30 September 2019,0,Total Equity Loans
E14000730,01 April 2013,30 September 2019,0,Total Equity Loans
E14000550,01 April 2013,30 September 2019,0,Total Equity Loans
E14001056,01 April 2013,30 September 2019,0,Total Equity Loans
E14000631,01 April 2013,30 September 2019,0,Total Equity Loans
E14000538,01 April 2013,30 September 2019,0,Total Equity Loans
E14000742,01 April 2013,30 September 2019,0,Total Equity Loans
E14000608,01 April 2013,30 September 2019,0,Total Equity Loans
E14000539,01 April 2013,30 September 2019,0,Total Equity Loans
E14000800,01 April 2013,30 September 2019,0,Total Equity Loans
E14000949,01 April 2013,30 September 2019,0,Total Equity Loans
E14000773,01 April 2013,30 September 2019,0,Total Equity Loans
E14000771,01 April 2013,30 September 2019,0,Total Equity Loans
E14000556,01 April 2013,30 September 2019,0,Total Equity Loans
E14000683,01 April 2013,30 September 2019,0,Total Equity Loans
E14000772,01 April 2013,30 September 2019,0,Total Equity Loans
E14000760,01 April 2013,30 September 2019,0,Total Equity Loans
E14000540,01 April 2013,30 September 2019,0,Total Equity Loans
E14000761,01 April 2013,30 September 2019,0,Total Equity Loans
E14000624,01 April 2013,30 September 2019,0,Total Equity Loans
E14000981,01 April 2013,30 September 2019,0,Total Equity Loans
E14000613,01 April 2013,30 September 2019,0,Total Equity Loans
E14001022,01 April 2013,30 September 2019,0,Total Equity Loans
E14000941,01 April 2013,30 September 2019,0,Total Equity Loans
E14000816,01 April 2013,30 September 2019,0,Total Equity Loans
E14000775,01 April 2013,30 September 2019,0,Total Equity Loans
E14000916,01 April 2013,30 September 2019,0,Total Equity Loans
E14000708,01 April 2013,30 September 2019,0,Total Equity Loans
E14000581,01 April 2013,30 September 2019,0,Total Equity Loans
E14000725,01 April 2013,30 September 2019,0,Total Equity Loans
E14001033,01 April 2013,30 September 2019,0,Total Equity Loans
E14000963,01 April 2013,30 September 2019,0,Total Equity Loans
E14000943,01 April 2013,30 September 2019,0,Total Equity Loans
E14000825,01 April 2013,30 September 2019,0,Total Equity Loans
E14001037,01 April 2013,30 September 2019,0,Total Equity Loans
E14000543,01 April 2013,30 September 2019,0,Total Equity Loans
E14000792,01 April 2013,30 September 2019,0,Total Equity Loans
E14000929,01 April 2013,30 September 2019,0,Total Equity Loans
E14000582,01 April 2013,30 September 2019,0,Total Equity Loans
E14000777,01 April 2013,30 September 2019,0,Total Equity Loans
E14000781,01 April 2013,30 September 2019,0,Total Equity Loans
E14000778,01 April 2013,30 September 2019,0,Total Equity Loans
E14000689,01 April 2013,30 September 2019,0,Total Equity Loans
E14000780,01 April 2013,30 September 2019,0,Total Equity Loans
E14000779,01 April 2013,30 September 2019,0,Total Equity Loans
E14000813,01 April 2013,30 September 2019,0,Total Equity Loans
E14000807,01 April 2013,30 September 2019,0,Total Equity Loans
E14000571,01 April 2013,30 September 2019,0,Total Equity Loans
E14000871,01 April 2013,30 September 2019,0,Total Equity Loans
E14000537,01 April 2013,30 September 2019,0,Total Equity Loans
E14000979,01 April 2013,30 September 2019,0,Total Equity Loans
E14000661,01 April 2013,30 September 2019,0,Total Equity Loans
E14000911,01 April 2013,30 September 2019,0,Total Equity Loans
E14000969,01 April 2013,30 September 2019,0,Total Equity Loans
E14001059,01 April 2013,30 September 2019,0,Total Equity Loans
E14000627,01 April 2013,30 September 2019,0,Total Equity Loans
E14000532,01 April 2013,30 September 2019,0,Total Equity Loans
E14000785,01 April 2013,30 September 2019,0,Total Equity Loans
E14000898,01 April 2013,30 September 2019,0,Total Equity Loans
E14000927,01 April 2013,30 September 2019,0,Total Equity Loans
E14000804,01 April 2013,30 September 2019,0,Total Equity Loans
E14000997,01 April 2013,30 September 2019,0,Total Equity Loans
E14000711,01 April 2013,30 September 2019,0,Total Equity Loans
E14000822,01 April 2013,30 September 2019,0,Total Equity Loans
E14000821,01 April 2013,30 September 2019,0,Total Equity Loans
E14000942,01 April 2013,30 September 2019,0,Total Equity Loans
E14000552,01 April 2013,30 September 2019,0,Total Equity Loans
E14000841,01 April 2013,30 September 2019,0,Total Equity Loans
E14000831,01 April 2013,30 September 2019,0,Total Equity Loans
E14000832,01 April 2013,30 September 2019,0,Total Equity Loans
E14000765,01 April 2013,30 September 2019,0,Total Equity Loans
E14000853,01 April 2013,30 September 2019,0,Total Equity Loans
E14001006,01 April 2013,30 September 2019,0,Total Equity Loans
E14000833,01 April 2013,30 September 2019,0,Total Equity Loans
E14001014,01 April 2013,30 September 2019,0,Total Equity Loans
E14000575,01 April 2013,30 September 2019,0,Total Equity Loans
E14000944,01 April 2013,30 September 2019,0,Total Equity Loans
E14000865,01 April 2013,30 September 2019,0,Total Equity Loans
E14000867,01 April 2013,30 September 2019,0,Total Equity Loans
E14000810,01 April 2013,30 September 2019,0,Total Equity Loans
E14000714,01 April 2013,30 September 2019,0,Total Equity Loans
E14000710,01 April 2013,30 September 2019,0,Total Equity Loans
E14000924,01 April 2013,30 September 2019,0,Total Equity Loans
E14000866,01 April 2013,30 September 2019,0,Total Equity Loans
E14000862,01 April 2013,30 September 2019,0,Total Equity Loans
E14000861,01 April 2013,30 September 2019,0,Total Equity Loans
E14001025,01 April 2013,30 September 2019,0,Total Equity Loans
E14000864,01 April 2013,30 September 2019,0,Total Equity Loans
E14000863,01 April 2013,30 September 2019,0,Total Equity Loans
E14000603,01 April 2013,30 September 2019,0,Total Equity Loans
E14000848,01 April 2013,30 September 2019,0,Total Equity Loans
E14000717,01 April 2013,30 September 2019,0,Total Equity Loans
E14000859,01 April 2013,30 September 2019,0,Total Equity Loans
E14001036,01 April 2013,30 September 2019,0,Total Equity Loans
E14000726,01 April 2013,30 September 2019,0,Total Equity Loans
E14000768,01 April 2013,30 September 2019,0,Total Equity Loans
E14000870,01 April 2013,30 September 2019,0,Total Equity Loans
E14000897,01 April 2013,30 September 2019,0,Total Equity Loans
E14000967,01 April 2013,30 September 2019,0,Total Equity Loans
E14000874,01 April 2013,30 September 2019,0,Total Equity Loans
E14000873,01 April 2013,30 September 2019,0,Total Equity Loans
E14000830,01 April 2013,30 September 2019,0,Total Equity Loans
E14000855,01 April 2013,30 September 2019,0,Total Equity Loans
E14000939,01 April 2013,30 September 2019,0,Total Equity Loans
E14000950,01 April 2013,30 September 2019,0,Total Equity Loans
E14000938,01 April 2013,30 September 2019,0,Total Equity Loans
E14001001,01 April 2013,30 September 2019,0,Total Equity Loans
E14000961,01 April 2013,30 September 2019,0,Total Equity Loans
E14001003,01 April 2013,30 September 2019,0,Total Equity Loans
E14000884,01 April 2013,30 September 2019,0,Total Equity Loans
E14000883,01 April 2013,30 September 2019,0,Total Equity Loans
E14000736,01 April 2013,30 September 2019,0,Total Equity Loans
E14000713,01 April 2013,30 September 2019,0,Total Equity Loans
E14000699,01 April 2013,30 September 2019,0,Total Equity Loans
E14000762,01 April 2013,30 September 2019,0,Total Equity Loans
E14000885,01 April 2013,30 September 2019,0,Total Equity Loans
E14000958,01 April 2013,30 September 2019,0,Total Equity Loans
E14000889,01 April 2013,30 September 2019,0,Total Equity Loans
E14000890,01 April 2013,30 September 2019,0,Total Equity Loans
E14001048,01 April 2013,30 September 2019,0,Total Equity Loans
E14000803,01 April 2013,30 September 2019,0,Total Equity Loans
E14000857,01 April 2013,30 September 2019,0,Total Equity Loans
E14000665,01 April 2013,30 September 2019,0,Total Equity Loans
E14000545,01 April 2013,30 September 2019,0,Total Equity Loans
E14000901,01 April 2013,30 September 2019,0,Total Equity Loans
E14000652,01 April 2013,30 September 2019,0,Total Equity Loans
E14000753,01 April 2013,30 September 2019,0,Total Equity Loans
E14000900,01 April 2013,30 September 2019,0,Total Equity Loans
E14000657,01 April 2013,30 September 2019,0,Total Equity Loans
E14000995,01 April 2013,30 September 2019,0,Total Equity Loans
E14000919,01 April 2013,30 September 2019,0,Total Equity Loans
E14000920,01 April 2013,30 September 2019,0,Total Equity Loans
E14000748,01 April 2013,30 September 2019,0,Total Equity Loans
E14000904,01 April 2013,30 September 2019,0,Total Equity Loans
E14000632,01 April 2013,30 September 2019,0,Total Equity Loans
E14000542,01 April 2013,30 September 2019,0,Total Equity Loans
E14000541,01 April 2013,30 September 2019,0,Total Equity Loans
E14000740,01 April 2013,30 September 2019,0,Total Equity Loans
E14001009,01 April 2013,30 September 2019,0,Total Equity Loans
E14000553,01 April 2013,30 September 2019,0,Total Equity Loans
E14000615,01 April 2013,30 September 2019,0,Total Equity Loans
E14001008,01 April 2013,30 September 2019,0,Total Equity Loans
E14000718,01 April 2013,30 September 2019,0,Total Equity Loans
E14000673,01 April 2013,30 September 2019,0,Total Equity Loans
E14000738,01 April 2013,30 September 2019,0,Total Equity Loans
E14000930,01 April 2013,30 September 2019,0,Total Equity Loans
E14000947,01 April 2013,30 September 2019,0,Total Equity Loans
E14000851,01 April 2013,30 September 2019,0,Total Equity Loans
E14000685,01 April 2013,30 September 2019,0,Total Equity Loans
E14001041,01 April 2013,30 September 2019,0,Total Equity Loans
E14000982,01 April 2013,30 September 2019,0,Total Equity Loans
E14000957,01 April 2013,30 September 2019,0,Total Equity Loans
E14000899,01 April 2013,30 September 2019,0,Total Equity Loans
E14000888,01 April 2013,30 September 2019,0,Total Equity Loans
E14000622,01 April 2013,30 September 2019,0,Total Equity Loans
E14000629,01 April 2013,30 September 2019,0,Total Equity Loans
E14000549,01 April 2013,30 September 2019,0,Total Equity Loans
E14000998,01 April 2013,30 September 2019,0,Total Equity Loans
E14000701,01 April 2013,30 September 2019,0,Total Equity Loans
E14000887,01 April 2013,30 September 2019,0,Total Equity Loans
E14000926,01 April 2013,30 September 2019,0,Total Equity Loans
E14000989,01 April 2013,30 September 2019,0,Total Equity Loans
E14001004,01 April 2013,30 September 2019,0,Total Equity Loans
E14000735,01 April 2013,30 September 2019,0,Total Equity Loans
E14000999,01 April 2013,30 September 2019,0,Total Equity Loans
E14000616,01 April 2013,30 September 2019,0,Total Equity Loans
E14000964,01 April 2013,30 September 2019,0,Total Equity Loans
E14000819,01 April 2013,30 September 2019,0,Total Equity Loans
E14000891,01 April 2013,30 September 2019,0,Total Equity Loans
E14000820,01 April 2013,30 September 2019,0,Total Equity Loans
E14000913,01 April 2013,30 September 2019,0,Total Equity Loans
E14000971,01 April 2013,30 September 2019,0,Total Equity Loans
E14000733,01 April 2013,30 September 2019,0,Total Equity Loans
E14000593,01 April 2013,30 September 2019,0,Total Equity Loans
E14000737,01 April 2013,30 September 2019,0,Total Equity Loans
E14001018,01 April 2013,30 September 2019,0,Total Equity Loans
E14001017,01 April 2013,30 September 2019,0,Total Equity Loans
E14000962,01 April 2013,30 September 2019,0,Total Equity Loans
E14000805,01 April 2013,30 September 2019,0,Total Equity Loans
E14001039,01 April 2013,30 September 2019,0,Total Equity Loans
E14001052,01 April 2013,30 September 2019,0,Total Equity Loans
E14000618,01 April 2013,30 September 2019,0,Total Equity Loans
E14001011,01 April 2013,30 September 2019,0,Total Equity Loans
E14001051,01 April 2013,30 September 2019,0,Total Equity Loans
E14001049,01 April 2013,30 September 2019,0,Total Equity Loans
E14001061,01 April 2013,30 September 2019,0,Total Equity Loans
E14001062,01 April 2013,30 September 2019,0,Total Equity Loans